"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,0,"gainean"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,1,"barruan"
"bas",0,2,"erdian"
"bas",0,2,"aurrean"
"bas",0,3,"erdian"
"bas",0,3,"erdian"
"bas",0,3,"inguruan"
"bas",0,3,"inguruan"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"gainean"
"bas",0,4,"alboan"
"bas",0,5,"alboan"
"bas",0,5,"alboan"
"bas",0,5,"alboan"
"bas",0,5,"alboan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,5,"ondoan"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"gainean"
"bas",0,7,"erdian"
"bas",0,10,"gainean"
"bas",0,11,"gainean"
"bas",0,11,"gainean"
"bas",0,11,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,12,"gainean"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barruan"
"bas",0,13,"barnean"
"bas",0,14,"barruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,14,"inguruan"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,15,"azpian"
"bas",0,16,"erdian"
"bas",0,16,"erdian"
"bas",0,17,"erdian"
"bas",0,17,"erdian"
"bas",0,17,"alboan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barruan"
"bas",0,18,"barnean"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,18,"erdian"
"bas",0,19,"ondoan"
"bas",0,19,"azpian"
"bas",0,20,"barruan"
"bas",0,20,"barruan"
"bas",0,20,"barruan"
"bas",0,20,"inguruan"
"bas",0,20,"inguruan"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"gainean"
"bas",0,22,"inguruan"
"bas",0,23,"gainean"
"bas",0,23,"ondoan"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,23,"azpian"
"bas",0,25,"gainean"
"bas",0,25,"erdian"
"bas",0,26,"azpian"
"bas",0,26,"azpian"
"bas",0,26,"azpian"
"bas",0,27,"barruan"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,27,"erdian"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,28,"gainean"
"bas",0,29,"barruan"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,30,"azpian"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,31,"barruan"
"bas",0,32,"gainean"
"bas",0,33,"gainean"
"bas",0,33,"gainean"
"bas",0,33,"gainean"
"bas",0,33,"gainean"
"bas",0,33,"gainean"
